id,vendeur,client,age_client,produit,categorie,quantite,prix_paye
2885,BADREDDINE Manel,WTQGX OUZDJQADF,20,P43,C44,33,3003906.601660646
2886,AGOUILAL riadh,AHUCUO AUTDDU,60,P63,C64,54,1992476.8439372142
2887,ALLAM Lamine,GQNAH RYGTXT,38,P75,C76,379,9948375.450944614
2888,LAIHEM Said,BOBAKIOAM TTVLNUYLN,26,P69,C70,85,2682636.6737693865
2889,AGOUILAL riadh,POBDHVF XQVUOZOKS,26,P81,C82,220,6949346.537921677
2890,ALLAM Lamine,YYKJQDDX LIKIOBQEQ,47,P17,C18,312,9729545.651145423
2891,BOUDJELOUAH Issam,OOZCCSH WOLSWSK,59,P62,C63,140,2074250.7349722313
2892,BOUDJELOUAH Issam,DSOBWVN AJWDPZLTB,55,P64,C65,95,7089030.635829809
2893,BOUDJELOUAH Issam,LICOMVXUL GPBOLGU,24,P28,C29,178,3945194.003088676
2894,ALLAM Lamine,ABVXFAVE PLRSFCFUN,45,P8,C9,7,3878590.4091322846
2895,TOUATI Abderahmane,PQLKKC HRQQBQ,51,P40,C41,300,6948373.265867786
2896,TAIR Karim,WMZEGLDNS EZCIGTSU,27,P2,C3,219,4860118.897822208
2897,AIT-AISSA Salim,CUSCJ VKURMAHLS,26,P7,C8,165,5597923.967785479
2898,ALLAM Lamine,JTHVU VZVVJATA,29,P54,C55,328,2665020.83289742
2899,ALLAM Lamine,QQKCSIS YPNPAQCF,50,P41,C42,387,8551373.109273566
2900,AIT-AISSA Salim,ULNGDUMB PICWQDUH,36,P81,C82,197,325341.7970329626
2901,TAIR Karim,TVZFKN EFWCLKYV,30,P29,C30,350,7729026.355307874
2902,BADREDDINE Manel,OJHQXY BCMHGU,50,P5,C6,274,1359208.2742844545
2903,AIT-AISSA Salim,IKAIN SNSUZ,31,P78,C79,74,2424078.251739912
2904,TOUATI Abderahmane,BLBSPKUM LTFXDIHD,31,P8,C9,19,1181058.1087782336
2905,AIT-AISSA Salim,COWWXC XLGESQTRZ,52,P26,C27,261,482724.79434015387
2906,BOUDJELOUAH Issam,TXSMFL HPHAYNPGQ,53,P58,C59,361,1802012.186831532
2907,TOUATI Abderahmane,VTIPTAP UGSGM,47,P17,C18,56,4906730.5782805635
2908,ALLAM Lamine,ZDGWG RFNZFUK,48,P19,C20,9,317994.4825314406
2909,LAIHEM Said,XKHKET GBKOYRVZW,63,P80,C81,371,8271291.380913157
2910,BOUDJELOUAH Issam,UMGKOP PABZUI,34,P60,C61,383,3998042.1590326633
2911,LAIHEM Said,YBCHI DSEJSVA,54,P36,C37,396,1280471.7667137082
2912,AGOUILAL riadh,QMWBJJDGV HBRAO,30,P55,C56,255,5249092.530212157
2913,BOUDJELOUAH Issam,QRCTN UJHJC,52,P46,C47,249,7852155.173675751
2914,LAIHEM Said,VHGHWDLW MSGHP,24,P35,C36,97,7851086.191753979
2915,MOHAMMEDI Asma,XOGBIXVV ODFOLNJK,60,P4,C5,303,7373100.19396493
2916,MOHAMMEDI Asma,XQDIKY OOFZZHWJV,38,P76,C77,108,3844236.128098127
2917,AGOUILAL riadh,FIDKGJ CVEFKTC,45,P14,C15,352,1600307.9018763618
2918,TOUATI Abderahmane,SVKGEMCKY MPUSUJBCQ,40,P81,C82,244,5721684.460493033
2919,AIT-AISSA Salim,KZLOYMVKG CPSLOAFC,40,P4,C5,100,8898924.269066215
2920,BADREDDINE Manel,OPNVVXGOQ MRAAIZJ,45,P4,C5,243,4462438.152648334
2921,BOUDJELOUAH Issam,MZOII QNPFJSLP,44,P52,C53,243,7211192.971583048
2922,AIT-AISSA Salim,WQXDK TSDAYBVZA,54,P35,C36,177,353032.9773504842
2923,AIT-AISSA Salim,HKJDET XUYNSV,43,P80,C81,96,6175913.477220918
2924,AIT-AISSA Salim,HEURADICQ FZLDZKN,45,P83,C84,153,3537936.364182972
2925,BOUDJELOUAH Issam,CETMXNI RREWSSMM,62,P31,C32,334,7831875.840022462
2926,LAIHEM Said,LPVTAA WXVLI,58,P83,C84,16,4469411.800984652
2927,AGOUILAL riadh,PKYLNTN SOBQJBJUE,55,P90,C91,168,2325618.5218170336
2928,AGOUILAL riadh,WDYANS EVAYNJ,26,P35,C36,63,5643882.804275769
2929,BOUDJELOUAH Issam,BPZYL YYQPVQ,49,P55,C56,127,6601016.556513821
2930,MOHAMMEDI Asma,FEXVZCFVK IOYCAKVNH,22,P88,C89,110,7274494.12383816
2931,BOUDJELOUAH Issam,ZXYLAMRUN DGFKPJ,26,P43,C44,165,6235124.694592472
2932,AGOUILAL riadh,MTCRE TEYZENWM,54,P80,C81,54,8995311.236551479
2933,AGOUILAL riadh,PYWONQ XHNFKEEZ,45,P62,C63,320,4399239.034652114
2934,ALLAM Lamine,HCHETWF ZJIKFJ,60,P42,C43,51,6165991.444664455
2935,TAIR Karim,DNJXX ONOCWUPLC,24,P35,C36,132,1698418.255964221
2936,TAIR Karim,FNMBGRXF MPBONJRY,30,P73,C74,235,6788840.55003408
2937,TAIR Karim,UWOSBV JUWZOBN,38,P82,C83,372,3136060.278336587
2938,LAIHEM Said,PTVRWQ LQOBNXFL,47,P85,C86,358,9675708.261884503
2939,BADREDDINE Manel,QBJYEG LEPYOCNIN,29,P85,C86,159,8333621.1567007415
2940,TAIR Karim,RABTJ EEBMOJ,59,P88,C89,372,2698227.267482663
2941,BADREDDINE Manel,MKCPN XBZEEENFB,29,P64,C65,386,6044846.360137902
2942,ALLAM Lamine,HRFRMIKW FXXXR,32,P37,C38,282,4608079.0724698035
2943,TAIR Karim,GJTGNDJ CLZVWSYX,62,P61,C62,371,5032159.399188882
2944,AIT-AISSA Salim,JUTLUBQQR HYQWB,62,P57,C58,117,7026388.136334537
2945,ALLAM Lamine,RLPHGKRB KPCZM,43,P47,C48,39,4737254.403162136
2946,AGOUILAL riadh,UCZLJGHAS FQIUU,22,P13,C14,309,6681203.561857852
2947,BOUDJELOUAH Issam,XFDDMA OANKAGLQ,42,P51,C52,324,7854066.861211969
2948,LAIHEM Said,DLVFAQQ TCAVZEWPX,23,P56,C57,276,7435895.39762833
2949,ALLAM Lamine,MRMQEX GHXFHFSV,44,P44,C45,28,4142958.254939999
2950,TAIR Karim,TCXDLHPD PYPEB,62,P47,C48,207,3611353.915273564
2951,BADREDDINE Manel,AAPEXQOC JAYESGCK,46,P40,C41,311,4253878.039650673
2952,AIT-AISSA Salim,LROOO NGNSMDNJZ,23,P38,C39,177,9945260.2365315
2953,TAIR Karim,LTBZHHJS PWGJDT,58,P56,C57,20,4459710.933118574
2954,LAIHEM Said,GQUAYNMC IKODPIG,37,P23,C24,152,3440362.380008802
2955,TOUATI Abderahmane,JLLTUUS EGWNCMD,62,P7,C8,245,3038332.102610154
2956,LAIHEM Said,RFYJEK XMYFCR,37,P35,C36,328,3582888.4297533
2957,ALLAM Lamine,VESWHANGV SFRRHTSU,43,P56,C57,287,3405070.0353038753
2958,TOUATI Abderahmane,KXCBQOOJA VFPZLUK,30,P69,C70,216,3018441.214796265
2959,BOUDJELOUAH Issam,MAGMTRZEM ZJIBU,24,P40,C41,17,8139128.743861698
2960,ALLAM Lamine,NZBJSY GDLJIKUR,42,P33,C34,89,8359398.020247901
2961,BOUDJELOUAH Issam,WCMEOBZFJ ICDPSQODW,25,P21,C22,364,2081520.3884961319
2962,AGOUILAL riadh,FGNWI QILWMFR,43,P11,C12,215,392649.0357814797
2963,BOUDJELOUAH Issam,KXKOW LSTCCOFX,62,P87,C88,82,1495729.627475628
2964,TOUATI Abderahmane,ZICCGJPLD UFSICPIZT,52,P36,C37,121,5806655.921420052
2965,LAIHEM Said,LPJMSVBB GHAFOFTA,22,P82,C83,387,7821440.619880205
2966,ALLAM Lamine,BUYPPKC MBXXSQJFG,57,P50,C51,214,7586920.564450527
2967,BADREDDINE Manel,UIAESAMI TQUQQTU,38,P58,C59,181,3448512.4568361286
2968,AGOUILAL riadh,HWIGL FMNOLS,34,P2,C3,253,5972118.6496318085
2969,LAIHEM Said,NWUVBL PLAJFLXT,50,P39,C40,151,9914632.520511605
2970,AGOUILAL riadh,XIQVF JCNDRNYFY,39,P83,C84,144,9689808.42985165
2971,TOUATI Abderahmane,AJFLK UVNUXSCS,35,P89,C90,23,4148975.9315460026
2972,ALLAM Lamine,BKGJHFGSG BWKANO,55,P40,C41,370,3887244.27606195
2973,TAIR Karim,UEBFBVW VUQMSNTN,48,P52,C53,255,7311846.253376153
2974,BOUDJELOUAH Issam,THJBUXZ ACCGNZVE,20,P29,C30,132,3690163.620135524
2975,ALLAM Lamine,KRAAHV WXKPV,47,P25,C26,40,7629260.520686696
2976,TOUATI Abderahmane,RCFOLMVJ EQBGJGQ,55,P41,C42,220,7739706.671459078
2977,AGOUILAL riadh,TARCWET TAUEPCC,33,P5,C6,65,5848383.764751352
2978,BADREDDINE Manel,UAEMASH UHYLWC,51,P79,C80,351,4508303.397582404
2979,TAIR Karim,NSGHQ RPLBFVNHP,39,P65,C66,381,3365374.001216024
2980,AGOUILAL riadh,DLBZWI OEXUBVME,45,P62,C63,71,9520283.807014557
2981,AGOUILAL riadh,NRIUD LNFVZPMS,50,P75,C76,265,1778686.62795856
2982,AGOUILAL riadh,UFGOIQZ CDHBCHVCP,41,P9,C10,283,3174209.7764086905
2983,BOUDJELOUAH Issam,LMCADIZMD WKWAEGA,58,P73,C74,3,9410048.764850805
2984,BADREDDINE Manel,IVPRIRDO CEHJLMQV,27,P74,C75,269,4240122.083699919
2985,AGOUILAL riadh,DSNLQDLMS QZCCAMNFH,62,P65,C66,253,2081216.553737545
2986,TAIR Karim,AGKMSWN VCZFYGXT,43,P16,C17,282,979166.0594741084
2987,BOUDJELOUAH Issam,QVOOU ALMOWMTWN,52,P10,C11,332,4303857.345982578
2988,TAIR Karim,TZNWZU JVASDB,60,P9,C10,252,435516.50086394994
2989,TOUATI Abderahmane,YBJKKOVP XRGHYV,60,P25,C26,315,3863862.375908613
2990,MOHAMMEDI Asma,NOLPX YJVUIFCP,49,P14,C15,343,7577446.808459626
2991,AGOUILAL riadh,LDSEPDC YPZBMJNCV,28,P68,C69,192,3982743.3471200834
2992,TOUATI Abderahmane,VTHRNX BTJQRTH,50,P57,C58,276,6090631.789355216
2993,BADREDDINE Manel,GVXSOZLM EHVGLMDA,27,P44,C45,384,4151113.1610700144
2994,AGOUILAL riadh,XXYIIUB TTRIBNKC,34,P78,C79,97,9394859.97550987
2995,AGOUILAL riadh,DVNULL PJXFMUNU,36,P27,C28,67,6893815.841012412
2996,AGOUILAL riadh,TRDEHJX VBSRPTHSZ,45,P36,C37,271,9604911.254066266
2997,BOUDJELOUAH Issam,SAEGSQI GGDXGZ,59,P83,C84,302,9947979.009667838
2998,ALLAM Lamine,NZUNVYRB ACFYQYPNQ,58,P5,C6,131,7064424.478785136
2999,BOUDJELOUAH Issam,HFNGLUVOY FPVIAJPK,51,P85,C86,241,5116467.615934172
3000,BADREDDINE Manel,OYGVXHBQ MPVEJPFH,27,P60,C61,41,8085578.756735661
3001,ALLAM Lamine,HIIWGFQ ZUVWBH,35,P34,C35,320,6136665.903398441
3002,ALLAM Lamine,QFKER PSZNWP,32,P58,C59,200,2393966.479640667
3003,TOUATI Abderahmane,VTGFNJ LWRFAGWU,20,P8,C9,194,8933161.684376318
3004,AIT-AISSA Salim,STHBYTV AKMWON,47,P34,C35,312,2131909.693550356
3005,AGOUILAL riadh,FTAPLE WKKSW,24,P60,C61,117,5561443.757736922
3006,ALLAM Lamine,REHNRJSJF DDHUB,40,P89,C90,133,9496021.413145408
3007,AGOUILAL riadh,UVQZWD GNLAH,54,P10,C11,167,871951.1651150074
3008,TAIR Karim,LNPVXBOC MNWTZ,47,P76,C77,77,9247601.85806119
3009,ALLAM Lamine,ZIKOKV CKFYUR,28,P49,C50,92,769835.9523074133
3010,BADREDDINE Manel,GGYTMLWE QHNIY,47,P70,C71,158,4314098.505297077
3011,AGOUILAL riadh,DNUMOA SPNFVUZCZ,58,P18,C19,264,6943028.640295985
3012,AGOUILAL riadh,BHWSDKQFL KSCHTXJL,55,P43,C44,111,7696721.80779689
3013,TOUATI Abderahmane,CYSRIPS ATGCUW,46,P21,C22,188,2881768.3257395877
3014,TAIR Karim,FPGZSGS LABCFL,64,P33,C34,91,2621064.1038131677
3015,AIT-AISSA Salim,KUETTL PZSXPL,27,P76,C77,86,815216.4754708091
3016,LAIHEM Said,PGEMJQBQ HZEHC,25,P54,C55,373,9681519.876776148
3017,TAIR Karim,UJLFW GPQLK,48,P28,C29,258,8884007.740511842
3018,MOHAMMEDI Asma,BSAUNGVG JADTKIWP,20,P15,C16,18,7593028.17456126
3019,MOHAMMEDI Asma,KIJHVPDRY FWPAC,63,P19,C20,30,4484393.645943525
3020,MOHAMMEDI Asma,UCEKOWQ OAWAL,45,P57,C58,13,5536864.198662674
3021,ALLAM Lamine,TXAMPQ MFVPP,40,P13,C14,287,7209041.798450434
3022,LAIHEM Said,OVNLTAM IGZPCUOM,53,P68,C69,275,6799677.937604862
3023,AIT-AISSA Salim,YRYZSF ZWUVGFY,23,P46,C47,296,1309973.0914170456
3024,LAIHEM Said,NGOJE QSFZSGFNE,63,P54,C55,159,910476.5059596098
3025,AGOUILAL riadh,TKSELRBLB ACRQATSI,49,P90,C91,344,4823889.030959863
3026,BOUDJELOUAH Issam,CGMQSYZ YBHQA,33,P6,C7,160,3572295.125053406
3027,AGOUILAL riadh,KXOVJOG SLFQBAU,36,P71,C72,300,2596068.4089768846
3028,AGOUILAL riadh,XUDUV GECCQGMU,21,P67,C68,385,3379317.6883929563
3029,LAIHEM Said,BQBUMVG JPJCWKZ,57,P22,C23,334,2082956.734381201
3030,BOUDJELOUAH Issam,QXVUHPU XQTPQUUXY,29,P54,C55,79,6894623.933311641
3031,ALLAM Lamine,SZVGCUFB IOVRXF,28,P66,C67,78,5729913.069566865
3032,LAIHEM Said,KEKWKTI CBIUPXTR,45,P46,C47,158,9578051.304139312
3033,BOUDJELOUAH Issam,JCIHV YJYEQIKBV,36,P48,C49,170,6588294.658039881
3034,ALLAM Lamine,QIOQYLK FWEKM,49,P77,C78,236,8197731.782182375
3035,MOHAMMEDI Asma,MWEMAY CGSMVEWV,24,P62,C63,35,9489872.181890227
3036,BADREDDINE Manel,SKJGE FWTUUAH,26,P2,C3,55,3818966.2904556505
3037,BOUDJELOUAH Issam,YFKXPLFA GJBJHLZB,31,P32,C33,326,1895013.2799292568
3038,ALLAM Lamine,TKUHQHL CEFAX,60,P9,C10,113,7987039.580244536
3039,TOUATI Abderahmane,GWVMTBI CJQNMTOJL,40,P36,C37,106,8564498.612680871
3040,ALLAM Lamine,JZHTQYM LYNQY,48,P48,C49,236,4302796.621221905
3041,ALLAM Lamine,VGKUQWWK JLEVPJQTD,63,P1,C2,301,8533392.23399693
3042,TOUATI Abderahmane,LKWBTJ YBOYVVI,34,P74,C75,165,7342973.327287533
3043,TAIR Karim,YKMCTDDF YZJCTGX,60,P74,C75,322,2871125.8167162538
3044,MOHAMMEDI Asma,BMCHUY JRNKFMJOQ,52,P30,C31,151,8160578.97357271
3045,AIT-AISSA Salim,EWDACB AUPGLV,54,P72,C73,399,4100802.878417845
3046,TOUATI Abderahmane,DENLRI EKBJM,63,P26,C27,381,4390834.494347959
3047,AIT-AISSA Salim,QTSWTKHX VKNLPGE,28,P44,C45,113,7453167.031206269
3048,TOUATI Abderahmane,VLYIRPYL OZPZL,62,P75,C76,47,8587061.099911455
3049,BOUDJELOUAH Issam,LGAGPBE XOIYPWAX,38,P44,C45,195,6232331.649381763
3050,MOHAMMEDI Asma,JGEXPBS ZMIHYZLCZ,21,P35,C36,321,9795804.071391381
3051,BOUDJELOUAH Issam,KFVJY UOFUTTPJQ,60,P14,C15,295,1016617.2401108376
3052,LAIHEM Said,AUBCHC ZWLFJZNC,30,P82,C83,366,9280925.577109294
3053,AGOUILAL riadh,UIAOXCG SDJSQTV,32,P14,C15,147,5521321.500793655
3054,LAIHEM Said,FVYDQSTQ YERWD,45,P78,C79,111,5932173.2069503525
3055,BOUDJELOUAH Issam,LOVKGO OYOHNYLTA,57,P23,C24,252,55988.51236141174
3056,AIT-AISSA Salim,KYEOG PHSTFYV,61,P4,C5,111,4467528.499717196
3057,TOUATI Abderahmane,ZEVQYGP ZPYWC,53,P70,C71,306,2779032.6895948392
3058,ALLAM Lamine,IWCWPLP DKCXEY,20,P74,C75,128,7859553.674196875
3059,AIT-AISSA Salim,BXPXJ UMGXWPAEM,63,P88,C89,247,2721213.5310388454
3060,TAIR Karim,JCYVFTFDK BWCWTH,64,P40,C41,118,3772248.53806653
3061,BOUDJELOUAH Issam,ULSBMPDX NOWKCYH,53,P59,C60,292,7957964.490945394
3062,BOUDJELOUAH Issam,MPKHNKRW MOLWFEQTY,44,P66,C67,123,871513.6054728088
3063,LAIHEM Said,EJAJZ RVDVPX,37,P3,C4,109,6174880.629199897
3064,TAIR Karim,EXTERXV TUDYYOUPV,52,P69,C70,46,9139681.066967053
3065,AIT-AISSA Salim,HPOEA MSVFO,65,P31,C32,204,179447.39524933152
3066,MOHAMMEDI Asma,AOBZOTXLO OGZEQWSI,47,P40,C41,313,8284755.605730799
3067,TOUATI Abderahmane,NQTPKQSZ ZQOKADQP,22,P34,C35,325,6223738.8461992955
3068,MOHAMMEDI Asma,DUSDKY XZQRAFW,52,P13,C14,379,8635047.138350291
3069,MOHAMMEDI Asma,XFROXS KEUZE,50,P44,C45,165,131871.70210583793
3070,LAIHEM Said,JOHIAHX FFIHPK,51,P27,C28,215,9696610.556758203
3071,AIT-AISSA Salim,QECSKXX PBARCZX,42,P60,C61,323,3970898.482695042
3072,BADREDDINE Manel,PRKRRZ ABFHA,48,P83,C84,259,1033806.7941783313
3073,LAIHEM Said,BIVOXAZ WQMLWYDH,22,P23,C24,394,1548994.9271645686
3074,BADREDDINE Manel,JNMUJZEC RGBYADCB,54,P64,C65,134,6632996.379608686
3075,TAIR Karim,WKGOOBJU VDCGIWPO,21,P0,C1,261,2283149.9160086093
3076,TOUATI Abderahmane,CQZAEOWR GXZHN,33,P83,C84,226,1453475.4473577628
3077,LAIHEM Said,BUPGPF JDNBLVCC,36,P7,C8,369,2544463.8745244364
3078,AIT-AISSA Salim,QIIRJY YCBORA,29,P85,C86,336,9360159.447347343
3079,LAIHEM Said,FBNRKF XIDAD,22,P52,C53,153,7484876.469987571
3080,LAIHEM Said,NJXCV HGODGQG,57,P71,C72,299,335111.956066421
3081,BADREDDINE Manel,QECXLXKBS JTIPP,29,P65,C66,23,1655305.0247655166
3082,ALLAM Lamine,MFNDYG DYDPIYV,44,P4,C5,69,3604133.553901842
3083,BOUDJELOUAH Issam,VTJMMNPWT GVNYEZNNH,46,P44,C45,217,3207287.6114373906
3084,LAIHEM Said,QRCQYC QTSEUDEN,24,P49,C50,192,8705440.371596387
3085,BADREDDINE Manel,UBIOKHLJS EAADOKT,45,P26,C27,116,3108129.516389539
3086,MOHAMMEDI Asma,RJSWWVKT LTCFKRQEQ,59,P90,C91,259,2920519.0593092367
3087,MOHAMMEDI Asma,LGBXUC TPGOVCYYP,59,P35,C36,2,5647996.240239495
3088,MOHAMMEDI Asma,GRHAE YHPYO,40,P38,C39,181,9471209.252653077
3089,BADREDDINE Manel,KILXFWVWE IPAQJOYH,24,P12,C13,382,3582951.9201658037
3090,BOUDJELOUAH Issam,CQAALRSQ CAJOCYHO,50,P62,C63,31,1657084.8177043553
3091,BADREDDINE Manel,DOZHXVYJ OYFAGN,33,P61,C62,387,9629536.48011683
3092,BADREDDINE Manel,OQFTYX OATIMOJ,21,P6,C7,249,4940096.984104364
3093,MOHAMMEDI Asma,FFFDEBH MLDJDTH,53,P24,C25,346,6029362.5783297615
3094,TOUATI Abderahmane,XOPPVNAS FVYLFGXWM,23,P36,C37,379,1825472.038380041
3095,MOHAMMEDI Asma,LWDIX MSTWDX,45,P63,C64,243,1927606.4650485066
3096,ALLAM Lamine,YRAGQYXMP GKVIMZ,28,P88,C89,66,4060063.6762993215
3097,BOUDJELOUAH Issam,RBYJAPP NFQYTBW,27,P43,C44,205,2646972.6305168145
3098,ALLAM Lamine,FPYAGZA KOHVAMFPH,61,P83,C84,108,9546990.683941834
3099,MOHAMMEDI Asma,PMMMJW AULXXXUXC,50,P70,C71,125,1048914.8008033806
3100,TAIR Karim,LAHJTCWVD BNWLLY,41,P69,C70,251,2085389.2379538002
3101,BOUDJELOUAH Issam,TQHHZKKM EZIHYVG,33,P69,C70,265,9384512.961136682
3102,TAIR Karim,DRNRJ MMODMHSZ,64,P34,C35,304,57391.84763020401
3103,TOUATI Abderahmane,YBJZSKKSH IAEIV,37,P76,C77,31,4892185.280564843
3104,TAIR Karim,SIXENI HYVFGQW,44,P59,C60,165,2088537.0598816036
3105,BOUDJELOUAH Issam,BKEXTTER ZAXDLDU,43,P14,C15,178,2757587.9368471056
3106,TOUATI Abderahmane,WHCJA CUGYPWE,21,P86,C87,227,3957969.9508453934
3107,BADREDDINE Manel,MXGAB GICRIN,35,P19,C20,337,4003789.5223125773
3108,LAIHEM Said,FYLGODYVO CRVHYUWOJ,23,P45,C46,384,3989235.12341875
3109,ALLAM Lamine,BUGQUYO PNVPESC,49,P30,C31,43,3316836.745472568
3110,LAIHEM Said,QRTWIL IEEMLL,31,P45,C46,107,9079516.946339207
3111,TOUATI Abderahmane,VUYRFP NPJRT,33,P54,C55,174,6456692.395071445
3112,TAIR Karim,OLZGSPDL IYULIL,27,P85,C86,21,5061788.091617882
3113,MOHAMMEDI Asma,CAMDGR YOTBPD,30,P72,C73,199,6160276.212864428
3114,BADREDDINE Manel,KKHRV ERLUJK,54,P71,C72,223,8877001.70175138
3115,ALLAM Lamine,GQCLMTC HICEW,59,P14,C15,136,9544448.677002918
3116,TAIR Karim,QPEZNAI WNVQMCRN,33,P29,C30,259,1542555.352055635
3117,TAIR Karim,UYKZZ CLBHWMD,34,P57,C58,104,6274003.498844171
3118,LAIHEM Said,IJDRHJW CHMXOXQ,29,P89,C90,303,363377.25434287597
3119,ALLAM Lamine,HRRRPC LMPGAW,63,P71,C72,348,2538223.4580359887
3120,BADREDDINE Manel,WKBPKABN BKHTSYZV,32,P70,C71,107,5748375.970603387
3121,TAIR Karim,URJGYAOA UUPRHNTN,41,P8,C9,40,88095.50154970492
3122,ALLAM Lamine,YOBHS SLBHVB,24,P89,C90,13,4781831.261060454
3123,ALLAM Lamine,PYHZLKIVO BEZYUSZNW,62,P52,C53,162,6439987.181220722
3124,AGOUILAL riadh,ZHZLV PZBCQBWBB,22,P66,C67,333,2700955.1947875703
3125,BOUDJELOUAH Issam,ZYVZV WKWIK,62,P70,C71,337,3123660.580791131
3126,BADREDDINE Manel,NNSLVKT AHVSSA,31,P33,C34,264,1074801.3525604147
3127,AGOUILAL riadh,XCUCMVRUQ NPGBPJLA,34,P77,C78,242,3146897.008750642
3128,TAIR Karim,CROJG PBKPBBJ,40,P70,C71,251,5670133.291884464
3129,BADREDDINE Manel,ADQSIGUR LICOHKDY,56,P12,C13,52,1403601.6047235087
3130,MOHAMMEDI Asma,FFELV YRYJYOBN,48,P18,C19,257,5999362.3383717835
3131,LAIHEM Said,UMGUURSKE NNEKQ,43,P50,C51,333,5431916.456609994
3132,LAIHEM Said,LLKXFN MDTCIZOT,59,P42,C43,24,3641337.423860365
3133,TOUATI Abderahmane,ELZBDGVKB NTWQHXMUP,27,P45,C46,19,3304441.8759699133
3134,TOUATI Abderahmane,DDXITLGD AJCQJX,59,P78,C79,91,9702774.371478762
3135,ALLAM Lamine,ZTZESIZMV NTAYOXEIY,20,P10,C11,113,1898397.8138484517
3136,TAIR Karim,XUEYOUA NTHRIBGR,24,P19,C20,97,5248467.002209499
3137,TAIR Karim,IUGAWCRPW VTQYD,65,P60,C61,323,7453083.524267603
3138,AIT-AISSA Salim,LQIGPPD YYMXQERBS,46,P6,C7,267,6414554.960154581
3139,LAIHEM Said,LVSTZAT AVJOL,59,P49,C50,357,2958190.5897674384
3140,BOUDJELOUAH Issam,OFUSJVXA VRGBDWKX,23,P70,C71,397,9890004.765089411
3141,AIT-AISSA Salim,XARJNTDDL LCDYNR,58,P61,C62,260,9616260.544300398
3142,TAIR Karim,RFAQZHIRG DFGMD,50,P44,C45,239,3655460.134540585
3143,MOHAMMEDI Asma,XCISNJPSF ISZSZMBJY,33,P24,C25,166,9193253.915694658
3144,AGOUILAL riadh,AOHHTP CVDMRJ,56,P31,C32,290,4186780.8882451695
3145,AIT-AISSA Salim,BMWXXY LCDTJMDK,57,P9,C10,133,6991729.094055615
3146,MOHAMMEDI Asma,MNEVJGPRN FAXDRQAX,31,P65,C66,170,2819080.9416138474
3147,AIT-AISSA Salim,OQZNWBT ATSNGATQ,59,P17,C18,135,3279966.162418148
3148,LAIHEM Said,INTHIU METDDJ,56,P45,C46,236,9430509.352536296
3149,ALLAM Lamine,DRMSUYYH ITWYV,58,P38,C39,171,2873953.848874277
3150,MOHAMMEDI Asma,FPUEAVO FRDVXK,65,P65,C66,174,4501358.637807744
3151,BADREDDINE Manel,VLRDXC NGHHOBY,25,P44,C45,170,3117459.873886927
3152,LAIHEM Said,JAHLCY IDBLHOQ,55,P41,C42,392,1334274.3473982685
3153,AIT-AISSA Salim,XPKFFOFKG JAQRTPW,27,P67,C68,228,4762061.865528107
3154,ALLAM Lamine,JSWQLQK TSOHVWY,61,P1,C2,133,2719070.5916866115
3155,BADREDDINE Manel,MATRA ZGXZQRE,59,P53,C54,147,6406326.824960912
3156,AGOUILAL riadh,OOZZUSG HMASHAZW,62,P79,C80,110,7052522.057099357
3157,TOUATI Abderahmane,HUHUK LORHCF,65,P23,C24,160,7940534.272232809
3158,AGOUILAL riadh,VFXDCBUCZ TOOKB,42,P56,C57,314,4987065.747101446
3159,AGOUILAL riadh,OFVOSTIGC MVLMJPT,61,P41,C42,259,3151789.8769588466
3160,TOUATI Abderahmane,TBDEIQXOW HJPYF,22,P7,C8,268,2008981.22921389
3161,MOHAMMEDI Asma,PIZRO LAXQHQI,35,P52,C53,239,454174.5727667604
3162,BADREDDINE Manel,VAYXHLRAM DITJIG,54,P36,C37,79,426461.11908329173
3163,BOUDJELOUAH Issam,TXRKW CDOFCARG,36,P0,C1,332,3174897.7022010772
3164,LAIHEM Said,RUHZF YKKPKNJIW,25,P30,C31,252,327769.930265274
3165,MOHAMMEDI Asma,IKJNR OSKUQCOF,47,P65,C66,218,1889019.8649545673
3166,TOUATI Abderahmane,TSTQYRCF EPQDQAMO,55,P68,C69,367,5448198.828298191
3167,BADREDDINE Manel,PAYPRJM WFUOJAJFO,22,P48,C49,317,2365386.4975152146
3168,AIT-AISSA Salim,MROTH GAQJMFP,51,P51,C52,297,448769.244324745
3169,ALLAM Lamine,SUEPGDWY THAFJ,25,P8,C9,251,4171362.3000278133
3170,LAIHEM Said,XLXUBBODI VTHVSV,22,P74,C75,206,5855542.1459023915
3171,BADREDDINE Manel,RVTMVW XEYBPYKXC,24,P40,C41,397,2227351.1322349347
3172,LAIHEM Said,CGHTRXB QKCOBIC,37,P24,C25,291,5982856.133161203
3173,BADREDDINE Manel,BZHIEK TZALF,32,P8,C9,93,9650351.993991062
3174,AIT-AISSA Salim,VAUES TZWQCWI,58,P12,C13,259,2401072.876990651
3175,BOUDJELOUAH Issam,OZUURW TJJDNTUNP,40,P52,C53,18,9197666.181898048
3176,TOUATI Abderahmane,OLLWA ADQFVAUKW,47,P56,C57,211,6465962.060862191
3177,AIT-AISSA Salim,LVBHPUAN NVQNEWGPH,47,P74,C75,337,5145869.424525235
3178,LAIHEM Said,SNXPLRNP ZECQLE,65,P45,C46,311,2844221.9631106174
3179,AIT-AISSA Salim,TKRAUZG ZGTTBZVQF,42,P12,C13,70,5783461.390802453
